region;distance;stock;year;amount
Dalarnas län;2000;samtliga bostäder;2020;136538
Dalarnas län;2000;nytillkomna bostäder;2014;238
Dalarnas län;2000;nytillkomna bostäder;2015;269
Dalarnas län;2000;nytillkomna bostäder;2016;302
Dalarnas län;2000;nytillkomna bostäder;2017;457
Dalarnas län;2000;nytillkomna bostäder;2018;633
Dalarnas län;2000;nytillkomna bostäder;2019;441
Dalarnas län;2000;nytillkomna bostäder;2020;523
Gävleborgs län;400;samtliga bostäder;2014;106894
Gävleborgs län;400;samtliga bostäder;2015;107247
Gävleborgs län;400;samtliga bostäder;2016;108043
Gävleborgs län;400;samtliga bostäder;2017;109549
Gävleborgs län;400;samtliga bostäder;2018;111695
Gävleborgs län;400;samtliga bostäder;2019;112829
Gävleborgs län;400;samtliga bostäder;2020;113052
Gävleborgs län;400;nytillkomna bostäder;2014;315
Gävleborgs län;400;nytillkomna bostäder;2015;172
Gävleborgs län;400;nytillkomna bostäder;2016;226
Gävleborgs län;400;nytillkomna bostäder;2017;617
Gävleborgs län;400;nytillkomna bostäder;2018;976
Gävleborgs län;400;nytillkomna bostäder;2019;870
Gävleborgs län;400;nytillkomna bostäder;2020;299
Gävleborgs län;500;samtliga bostäder;2014;112342
Gävleborgs län;500;samtliga bostäder;2015;112674
Gävleborgs län;500;samtliga bostäder;2016;113253
Gävleborgs län;500;samtliga bostäder;2017;114818
Gävleborgs län;500;samtliga bostäder;2018;117065
Gävleborgs län;500;samtliga bostäder;2019;118081
Gävleborgs län;500;samtliga bostäder;2020;118408
Gävleborgs län;500;nytillkomna bostäder;2014;322
Gävleborgs län;500;nytillkomna bostäder;2015;177
Gävleborgs län;500;nytillkomna bostäder;2016;232
Gävleborgs län;500;nytillkomna bostäder;2017;633
Gävleborgs län;500;nytillkomna bostäder;2018;1008
Gävleborgs län;500;nytillkomna bostäder;2019;884
Gävleborgs län;500;nytillkomna bostäder;2020;326
Gävleborgs län;1000;samtliga bostäder;2014;121725
Gävleborgs län;1000;samtliga bostäder;2015;122230
Gävleborgs län;1000;samtliga bostäder;2016;121976
Gävleborgs län;1000;samtliga bostäder;2017;123646
Gävleborgs län;1000;samtliga bostäder;2018;126361
Gävleborgs län;1000;samtliga bostäder;2019;127246
Gävleborgs län;1000;samtliga bostäder;2020;127670
Gävleborgs län;1000;nytillkomna bostäder;2014;345
Gävleborgs län;1000;nytillkomna bostäder;2015;197
Gävleborgs län;1000;nytillkomna bostäder;2016;251
Gävleborgs län;1000;nytillkomna bostäder;2017;668
Gävleborgs län;1000;nytillkomna bostäder;2018;1098
Gävleborgs län;1000;nytillkomna bostäder;2019;903
Gävleborgs län;1000;nytillkomna bostäder;2020;351
Gävleborgs län;2000;samtliga bostäder;2014;128617
Gävleborgs län;2000;samtliga bostäder;2015;129061
Gävleborgs län;2000;samtliga bostäder;2016;128637
Gävleborgs län;2000;samtliga bostäder;2017;130349
Gävleborgs län;2000;samtliga bostäder;2018;132937
Gävleborgs län;2000;samtliga bostäder;2019;133812
Gävleborgs län;2000;samtliga bostäder;2020;134266
Gävleborgs län;2000;nytillkomna bostäder;2014;358
Gävleborgs län;2000;nytillkomna bostäder;2015;211
Gävleborgs län;2000;nytillkomna bostäder;2016;258
Gävleborgs län;2000;nytillkomna bostäder;2017;675
Gävleborgs län;2000;nytillkomna bostäder;2018;1109
Gävleborgs län;2000;nytillkomna bostäder;2019;911
Gävleborgs län;2000;nytillkomna bostäder;2020;364
Västernorrlands län;400;samtliga bostäder;2014;80489
Västernorrlands län;400;samtliga bostäder;2015;80998
Västernorrlands län;400;samtliga bostäder;2016;82427
Västernorrlands län;400;samtliga bostäder;2017;86118
Västernorrlands län;400;samtliga bostäder;2018;90117
Västernorrlands län;400;samtliga bostäder;2019;91367
Västernorrlands län;400;samtliga bostäder;2020;91794
Västernorrlands län;400;nytillkomna bostäder;2014;75
Västernorrlands län;400;nytillkomna bostäder;2015;68
Västernorrlands län;400;nytillkomna bostäder;2016;394
Västernorrlands län;400;nytillkomna bostäder;2017;302
Västernorrlands län;400;nytillkomna bostäder;2018;412
Västernorrlands län;400;nytillkomna bostäder;2019;183
Västernorrlands län;400;nytillkomna bostäder;2020;248
Västernorrlands län;500;samtliga bostäder;2014;85668
Västernorrlands län;500;samtliga bostäder;2015;86352
Västernorrlands län;500;samtliga bostäder;2016;87758
Västernorrlands län;500;samtliga bostäder;2017;91461
Västernorrlands län;500;samtliga bostäder;2018;95665
Västernorrlands län;500;samtliga bostäder;2019;96892
Västernorrlands län;500;samtliga bostäder;2020;97292
Västernorrlands län;500;nytillkomna bostäder;2014;77
Västernorrlands län;500;nytillkomna bostäder;2015;80
Västernorrlands län;500;nytillkomna bostäder;2016;406
Västernorrlands län;500;nytillkomna bostäder;2017;310
Västernorrlands län;500;nytillkomna bostäder;2018;419
Västernorrlands län;500;nytillkomna bostäder;2019;186
Västernorrlands län;500;nytillkomna bostäder;2020;252
Västernorrlands län;1000;samtliga bostäder;2014;96595
Västernorrlands län;1000;samtliga bostäder;2015;96776
Västernorrlands län;1000;samtliga bostäder;2016;98317
Västernorrlands län;1000;samtliga bostäder;2017;101251
Västernorrlands län;1000;samtliga bostäder;2018;105547
Västernorrlands län;1000;samtliga bostäder;2019;106743
Västernorrlands län;1000;samtliga bostäder;2020;106942
Västernorrlands län;1000;nytillkomna bostäder;2014;89
Västernorrlands län;1000;nytillkomna bostäder;2015;102
Västernorrlands län;1000;nytillkomna bostäder;2016;427
Västernorrlands län;1000;nytillkomna bostäder;2017;329
Västernorrlands län;1000;nytillkomna bostäder;2018;470
Västernorrlands län;1000;nytillkomna bostäder;2019;193
Västernorrlands län;1000;nytillkomna bostäder;2020;262
Västernorrlands län;2000;samtliga bostäder;2014;103281
Västernorrlands län;2000;samtliga bostäder;2015;103749
Västernorrlands län;2000;samtliga bostäder;2016;104393
Västernorrlands län;2000;samtliga bostäder;2017;106685
Västernorrlands län;2000;samtliga bostäder;2018;111357
Västernorrlands län;2000;samtliga bostäder;2019;112589
Västernorrlands län;2000;samtliga bostäder;2020;112725
Västernorrlands län;2000;nytillkomna bostäder;2014;109
Västernorrlands län;2000;nytillkomna bostäder;2015;114
Västernorrlands län;2000;nytillkomna bostäder;2016;442
Västernorrlands län;2000;nytillkomna bostäder;2017;339
Västernorrlands län;2000;nytillkomna bostäder;2018;478
Västernorrlands län;2000;nytillkomna bostäder;2019;196
Västernorrlands län;2000;nytillkomna bostäder;2020;272
Jämtlands län;400;samtliga bostäder;2014;40755
Jämtlands län;400;samtliga bostäder;2015;41135
Jämtlands län;400;samtliga bostäder;2016;41732
Jämtlands län;400;samtliga bostäder;2017;42893
Jämtlands län;400;samtliga bostäder;2018;46799
Jämtlands län;400;samtliga bostäder;2019;47026
Jämtlands län;400;samtliga bostäder;2020;47347
Jämtlands län;400;nytillkomna bostäder;2014;159
Jämtlands län;400;nytillkomna bostäder;2015;208
Jämtlands län;400;nytillkomna bostäder;2016;558
Jämtlands län;400;nytillkomna bostäder;2017;247
Jämtlands län;400;nytillkomna bostäder;2018;324
Jämtlands län;400;nytillkomna bostäder;2019;502
Jämtlands län;400;nytillkomna bostäder;2020;299
Jämtlands län;500;samtliga bostäder;2014;42864
Jämtlands län;500;samtliga bostäder;2015;43368
Jämtlands län;500;samtliga bostäder;2016;44054
Jämtlands län;500;samtliga bostäder;2017;45378
Jämtlands län;500;samtliga bostäder;2018;49613
Jämtlands län;500;samtliga bostäder;2019;49876
Jämtlands län;500;samtliga bostäder;2020;50303
Jämtlands län;500;nytillkomna bostäder;2014;175
Jämtlands län;500;nytillkomna bostäder;2015;213
Jämtlands län;500;nytillkomna bostäder;2016;610
Jämtlands län;500;nytillkomna bostäder;2017;319
Jämtlands län;500;nytillkomna bostäder;2018;357
Jämtlands län;500;nytillkomna bostäder;2019;511
Jämtlands län;500;nytillkomna bostäder;2020;310
Jämtlands län;1000;samtliga bostäder;2014;48615
Jämtlands län;1000;samtliga bostäder;2015;49166
Jämtlands län;1000;samtliga bostäder;2016;49720
Jämtlands län;1000;samtliga bostäder;2017;51196
Jämtlands län;1000;samtliga bostäder;2018;55509
Jämtlands län;1000;samtliga bostäder;2019;56141
Jämtlands län;1000;samtliga bostäder;2020;56441
Jämtlands län;1000;nytillkomna bostäder;2014;243
Jämtlands län;1000;nytillkomna bostäder;2015;225
Jämtlands län;1000;nytillkomna bostäder;2016;653
Jämtlands län;1000;nytillkomna bostäder;2017;454
Jämtlands län;1000;nytillkomna bostäder;2018;388
Jämtlands län;1000;nytillkomna bostäder;2019;598
Jämtlands län;1000;nytillkomna bostäder;2020;348
Jämtlands län;2000;samtliga bostäder;2014;51734
Jämtlands län;2000;samtliga bostäder;2015;52373
Jämtlands län;2000;samtliga bostäder;2016;52816
Jämtlands län;2000;samtliga bostäder;2017;54353
Jämtlands län;2000;samtliga bostäder;2018;58652
Jämtlands län;2000;samtliga bostäder;2019;59332
Jämtlands län;2000;samtliga bostäder;2020;59540
Jämtlands län;2000;nytillkomna bostäder;2014;261
Jämtlands län;2000;nytillkomna bostäder;2015;259
Jämtlands län;2000;nytillkomna bostäder;2016;667
Jämtlands län;2000;nytillkomna bostäder;2017;520
Jämtlands län;2000;nytillkomna bostäder;2018;394
Jämtlands län;2000;nytillkomna bostäder;2019;613
Jämtlands län;2000;nytillkomna bostäder;2020;355
Västerbottens län;400;samtliga bostäder;2014;75996
Västerbottens län;400;samtliga bostäder;2015;90558
Västerbottens län;400;samtliga bostäder;2016;92364
Västerbottens län;400;samtliga bostäder;2017;94339
Västerbottens län;400;samtliga bostäder;2018;99358
Västerbottens län;400;samtliga bostäder;2019;99961
Västerbottens län;400;samtliga bostäder;2020;101275
Västerbottens län;400;nytillkomna bostäder;2014;645
Västerbottens län;400;nytillkomna bostäder;2015;856
Västerbottens län;400;nytillkomna bostäder;2016;1385
Västerbottens län;400;nytillkomna bostäder;2017;1469
Västerbottens län;400;nytillkomna bostäder;2018;1134
Västerbottens län;400;nytillkomna bostäder;2019;617
Västerbottens län;400;nytillkomna bostäder;2020;723
Västerbottens län;500;samtliga bostäder;2014;82732
Västerbottens län;500;samtliga bostäder;2015;96887
Västerbottens län;500;samtliga bostäder;2016;98807
Västerbottens län;500;samtliga bostäder;2017;100716
Västerbottens län;500;samtliga bostäder;2018;105815
Västerbottens län;500;samtliga bostäder;2019;106416
Västerbottens län;500;samtliga bostäder;2020;108069
Västerbottens län;500;nytillkomna bostäder;2014;674
Västerbottens län;500;nytillkomna bostäder;2015;892
Västerbottens län;500;nytillkomna bostäder;2016;1635
Västerbottens län;500;nytillkomna bostäder;2017;1533
Västerbottens län;500;nytillkomna bostäder;2018;1140
Västerbottens län;500;nytillkomna bostäder;2019;619
Västerbottens län;500;nytillkomna bostäder;2020;901
Västerbottens län;1000;samtliga bostäder;2014;101716
Västerbottens län;1000;samtliga bostäder;2015;108203
Västerbottens län;1000;samtliga bostäder;2016;109966
Västerbottens län;1000;samtliga bostäder;2017;111947
Västerbottens län;1000;samtliga bostäder;2018;117224
Västerbottens län;1000;samtliga bostäder;2019;117873
Västerbottens län;1000;samtliga bostäder;2020;118990
Västerbottens län;1000;nytillkomna bostäder;2014;718
Västerbottens län;1000;nytillkomna bostäder;2015;934
Västerbottens län;1000;nytillkomna bostäder;2016;1746
Västerbottens län;1000;nytillkomna bostäder;2017;1593
Västerbottens län;1000;nytillkomna bostäder;2018;1176
Västerbottens län;1000;nytillkomna bostäder;2019;649
Västerbottens län;1000;nytillkomna bostäder;2020;932
Västerbottens län;2000;samtliga bostäder;2014;112884
Västerbottens län;2000;samtliga bostäder;2015;115676
Västerbottens län;2000;samtliga bostäder;2016;117543
Västerbottens län;2000;samtliga bostäder;2017;119053
Västerbottens län;2000;samtliga bostäder;2018;123775
Västerbottens län;2000;samtliga bostäder;2019;124330
Västerbottens län;2000;samtliga bostäder;2020;125141
Västerbottens län;2000;nytillkomna bostäder;2014;751
Västerbottens län;2000;nytillkomna bostäder;2015;979
Västerbottens län;2000;nytillkomna bostäder;2016;1787
Västerbottens län;2000;nytillkomna bostäder;2017;1630
Västerbottens län;2000;nytillkomna bostäder;2018;1213
Västerbottens län;2000;nytillkomna bostäder;2019;672
Västerbottens län;2000;nytillkomna bostäder;2020;980
Norrbottens län;400;samtliga bostäder;2014;74796
Norrbottens län;400;samtliga bostäder;2015;75609
Norrbottens län;400;samtliga bostäder;2016;80596
Norrbottens län;400;samtliga bostäder;2017;81758
Norrbottens län;400;samtliga bostäder;2018;88611
Norrbottens län;400;samtliga bostäder;2019;90574
Norrbottens län;400;samtliga bostäder;2020;89668
Norrbottens län;400;nytillkomna bostäder;2014;429
Norrbottens län;400;nytillkomna bostäder;2015;140
Norrbottens län;400;nytillkomna bostäder;2016;460
Norrbottens län;400;nytillkomna bostäder;2017;494
Norrbottens län;400;nytillkomna bostäder;2018;720
Norrbottens län;400;nytillkomna bostäder;2019;1091
Norrbottens län;400;nytillkomna bostäder;2020;192
Norrbottens län;500;samtliga bostäder;2014;82332
Norrbottens län;500;samtliga bostäder;2015;82865
Norrbottens län;500;samtliga bostäder;2016;87816
Norrbottens län;500;samtliga bostäder;2017;89035
Norrbottens län;500;samtliga bostäder;2018;95807
Norrbottens län;500;samtliga bostäder;2019;97931
Norrbottens län;500;samtliga bostäder;2020;96804
Norrbottens län;500;nytillkomna bostäder;2014;455
Norrbottens län;500;nytillkomna bostäder;2015;148
Norrbottens län;500;nytillkomna bostäder;2016;483
Norrbottens län;500;nytillkomna bostäder;2017;503
Norrbottens län;500;nytillkomna bostäder;2018;760
Norrbottens län;500;nytillkomna bostäder;2019;1123
Norrbottens län;500;nytillkomna bostäder;2020;206
Norrbottens län;1000;samtliga bostäder;2014;95965
Norrbottens län;1000;samtliga bostäder;2015;95207
Norrbottens län;1000;samtliga bostäder;2016;101151
Norrbottens län;1000;samtliga bostäder;2017;102519
Norrbottens län;1000;samtliga bostäder;2018;108715
Norrbottens län;1000;samtliga bostäder;2019;110721
Norrbottens län;1000;samtliga bostäder;2020;109302
Norrbottens län;1000;nytillkomna bostäder;2014;487
Norrbottens län;1000;nytillkomna bostäder;2015;207
Norrbottens län;1000;nytillkomna bostäder;2016;562
Norrbottens län;1000;nytillkomna bostäder;2017;518
Norrbottens län;1000;nytillkomna bostäder;2018;800
Norrbottens län;1000;nytillkomna bostäder;2019;1156
Norrbottens län;1000;nytillkomna bostäder;2020;226
Norrbottens län;2000;samtliga bostäder;2014;102268
Norrbottens län;2000;samtliga bostäder;2015;102270
Norrbottens län;2000;samtliga bostäder;2016;107358
Norrbottens län;2000;samtliga bostäder;2017;108757
Norrbottens län;2000;samtliga bostäder;2018;114450
Norrbottens län;2000;samtliga bostäder;2019;116476
Norrbottens län;2000;samtliga bostäder;2020;115277
Norrbottens län;2000;nytillkomna bostäder;2014;543
Norrbottens län;2000;nytillkomna bostäder;2015;257
Norrbottens län;2000;nytillkomna bostäder;2016;566
Norrbottens län;2000;nytillkomna bostäder;2017;527
Norrbottens län;2000;nytillkomna bostäder;2018;878
Norrbottens län;2000;nytillkomna bostäder;2019;1457
Norrbottens län;2000;nytillkomna bostäder;2020;278
